Date,Time,Virtual Memory Load [%],Physical Memory Used [MB],Physical Memory Available [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Uncore VID [V],SA VID [V],Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Bus Clock [MHz],Ring/LLC Clock [MHz],Core Effective Clocks (avg) [MHz],Core 0 T0 Effective Clock [MHz],Core 0 T1 Effective Clock [MHz],Core 1 T0 Effective Clock [MHz],Core 1 T1 Effective Clock [MHz],Core 2 T0 Effective Clock [MHz],Core 2 T1 Effective Clock [MHz],Core 3 T0 Effective Clock [MHz],Core 3 T1 Effective Clock [MHz],Average Effective Clock [MHz],Core Usage (avg) [%],Core 0 T0 Usage [%],Core 0 T1 Usage [%],Core 1 T0 Usage [%],Core 1 T1 Usage [%],Core 2 T0 Usage [%],Core 2 T1 Usage [%],Core 3 T0 Usage [%],Core 3 T1 Usage [%],Max CPU/Thread Usage [%],Total CPU Usage [%],On-Demand Clock Modulation [%],Core Utility (avg) [%],Core 0 T0 Utility [%],Core 0 T1 Utility [%],Core 1 T0 Utility [%],Core 1 T1 Utility [%],Core 2 T0 Utility [%],Core 2 T1 Utility [%],Core 3 T0 Utility [%],Core 3 T1 Utility [%],Total CPU Utility [%],Core Ratios (avg) [x],Core 0 Ratio [x],Core 1 Ratio [x],Core 2 Ratio [x],Core 3 Ratio [x],Uncore Ratio [x],Core Temperatures (avg) [?],Core 0 [?],Core 1 [?],Core 2 [?],Core 3 [?],Core Distance to TjMAX (avg) [?],Core 0 Distance to TjMAX [?],Core 1 Distance to TjMAX [?],Core 2 Distance to TjMAX [?],Core 3 Distance to TjMAX [?],CPU Package [?],Core Max [?],Core Thermal Throttling (avg) [Yes/No],Core 0 Thermal Throttling [Yes/No],Core 1 Thermal Throttling [Yes/No],Core 2 Thermal Throttling [Yes/No],Core 3 Thermal Throttling [Yes/No],Core Critical Temperature (avg) [Yes/No],Core 0 Critical Temperature [Yes/No],Core 1 Critical Temperature [Yes/No],Core 2 Critical Temperature [Yes/No],Core 3 Critical Temperature [Yes/No],Core Power Limit Exceeded (avg) [Yes/No],Core 0 Power Limit Exceeded [Yes/No],Core 1 Power Limit Exceeded [Yes/No],Core 2 Power Limit Exceeded [Yes/No],Core 3 Power Limit Exceeded [Yes/No],Package/Ring Thermal Throttling [Yes/No],Package/Ring Critical Temperature [Yes/No],Package/Ring Power Limit Exceeded [Yes/No],CPU Package [?],CPU IA Cores [?],CPU GT Cores (Graphics) [?],iGPU VID [V],VR VCC Current (SVID IOUT) [A],CPU Package Power [W],IA Cores Power [W],GT Cores Power [W],Total System Power [W],System Agent Power [W],Rest-of-Chip Power [W],PCH Power [W],PL1 Power Limit (Static) [W],PL1 Power Limit (Dynamic) [W],PL2 Power Limit (Static) [W],PL2 Power Limit (Dynamic) [W],GPU Clock [MHz],GPU D3D Usage [%],GPU D3D Utilizations (avg) [%],GPU Video Decode 0 Usage [%],GPU Video Decode 1 Usage [%],GPU Video Processing 0 Usage [%],GPU Video Processing 1 Usage [%],GPU D3D Memory Dynamic [MB],Current cTDP Level [],Package C2 Residency [%],Core C0 Residency (avg) [%],Core 0 T0 C0 Residency [%],Core 0 T1 C0 Residency [%],Core 1 T0 C0 Residency [%],Core 1 T1 C0 Residency [%],Core 2 T0 C0 Residency [%],Core 2 T1 C0 Residency [%],Core 3 T0 C0 Residency [%],Core 3 T1 C0 Residency [%],Core C7 Residency (avg) [%],Core 0 C7 Residency [%],Core 1 C7 Residency [%],Core 2 C7 Residency [%],Core 3 C7 Residency [%],Memory Clock [MHz],Memory Clock Ratio [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: Thermal Event [Yes/No],IA: Residency State Regulation [Yes/No],IA: Running Average Thermal Limit [Yes/No],IA: VR Thermal Alert [Yes/No],IA: VR TDC [Yes/No],"IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]",IA: Package-Level RAPL/PBM PL1 [Yes/No],"IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",IA: Max Turbo Limit [Yes/No],IA: Turbo Attenuation (MCT) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: Thermal Event [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: Running Average Thermal Limit [Yes/No],GT: VR Thermal Alert [Yes/No],GT: VR TDC [Yes/No],"GT: Max VR Voltage, ICCmax, PL4 [Yes/No]",GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],"GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",GT: Inefficient Operation [Yes/No],GT: Fuses limit [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: Thermal Event [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: Running Average Thermal Limit [Yes/No],RING: VR Thermal Alert [Yes/No],RING: VR TDC [Yes/No],"RING: Max VR Voltage, ICCmax, PL4 [Yes/No]",RING: Package-Level RAPL/PBM PL1 [Yes/No],"RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",Drive Temperature [?],Drive Remaining Life [%],Drive Available Spare [%],Drive Failure [Yes/No],Drive Warning [Yes/No],Total Host Writes [GB],Total Host Reads [GB],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Read Total [MB],Write Total [MB],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Wear Level [%],Framerate (Presented) [FPS],Framerate (Displayed) [FPS],Frame Time [ms],GPU Busy [ms],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Charge Rate [W],Estimated Remaining Time [mins]
9.7.2024,01:06.3,49.9,4984,2930,62.9,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,145.8,467.2,39.7,238.2,66.1,114.4,114.3,80.9,45.7,145.8,3.4,11.5,1.6,5.6,0.7,2.7,1.9,1.9,1,11.5,3.4,100,11.1,34.9,3.1,18.4,5.5,9,8.6,6.1,3.4,11.1,42,42,42,42,42,36,50,50,51,51,47,50,50,49,49,53,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,51,0.73,4.102,6.373,2.103,0.25,10.318,1.554,0.424,0.829,51,15,51,51,450,0.4,0,0,0,0,0,434,2,68.4,3.7,11.8,1,6.1,1.7,3,2.8,2.1,1.1,88.1,81.8,86.2,89.7,94.7,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.342,140437,60448,15.257,27,79.9,36.3,3.8,3.9,260.49,0.55,615,55,0.054,0.081,-8.775,184.6
9.7.2024,01:08.3,49.9,4987,2927,63,1.012,0.96,1.027,1.032,1.027,0.888,0.751,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,141.2,375.4,92.2,194.9,53.2,146.3,61.8,136.3,69.4,141.2,3.5,9.3,2.2,4.6,1.2,3.5,1.4,3.2,2.4,9.3,3.5,100,10.7,28.7,6.7,14.9,4.3,11.1,4.7,10.1,5.1,10.7,41,38,42,42,42,36,49,49,50,50,47,51,51,50,50,53,52,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,51,0.73,5.274,6.381,1.961,0.235,10.351,1.559,0.423,0.926,51,15,51,51,450,0.3,0,0,0,0,0,434,2,68.7,3.6,9.7,2.3,4.9,1.4,3.7,1.6,3.4,1.7,88.3,82.1,88.5,90.4,92.1,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.332,140437,60449,15.143,26.985,79.9,36.3,3.9,3.9,259.72,0.55,615,55,0.029,0.053,-9.69,167.1
9.7.2024,01:10.3,49.9,4987,2927,63,0.976,0.96,0.955,1.032,0.955,0.888,0.751,3573.4,3481.7,3481.7,3848.2,3481.7,91.6,3298.5,162.5,428.6,108.6,253.8,48.8,230.3,56.3,153.9,19.6,162.5,3.8,10.6,1.8,6.1,1.8,5.5,1.2,3.6,0,10.6,3.8,100,12.3,32.6,8,18.8,4,17.3,4.4,11.6,1.5,12.3,39,38,38,42,38,36,50,49,51,51,47,50,51,49,49,53,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,51,0.73,6.152,7.074,2.583,0.251,10.832,1.573,0.462,0.942,51,15,51,51,450,0.6,0,0,0,0,0,434,2,65.9,4.1,11.1,2.7,6.3,1.3,5.8,1.4,3.9,0.5,86.8,79.6,87.7,88.2,91.6,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.571,140437,60450,15.244,26.985,79.9,36.3,3.8,3.9,262.99,0.55,615,55,0,0,-9,179.9
9.7.2024,01:12.3,49.9,4987,2927,63,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,140.1,363.5,22.3,206.8,51.8,248.3,50.4,136,41.8,140.1,3.5,8.9,1.2,4.9,1.1,5.9,1.8,3.1,0.9,8.9,3.5,100,10.6,28,1.8,15.3,4.2,18.3,3.9,10.2,3.3,10.6,42,42,42,42,42,36,49,51,50,50,46,51,49,50,50,54,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,51,0.732,5.274,6.162,1.855,0.259,10.235,1.555,0.425,0.878,51,15,51,51,450,0.4,0,0,0,0,0,434,2,69.1,3.6,9.5,0.6,5.1,1.3,6.1,1.3,3.4,1.1,88.5,83.2,89.6,88.9,92.1,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.2,0.2,0.04,0.346,140437,60450,15.25,26.97,79.8,36.3,3.8,3.9,261.87,0.59,615,55,0,0,-9.975,162.2
9.7.2024,01:14.3,49.8,4987,2927,63,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,145.3,356.9,28.3,158.6,61.2,252.1,54.1,229,22.3,145.3,3.2,8.8,0,3.7,0.6,5.3,1.2,4.7,1.2,8.8,3.2,100,11,27.5,2.2,11.8,5.2,18.7,4.4,16.7,1.8,11,42,42,42,42,42,36,49,49,50,51,47,51,51,50,49,53,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,51,0.73,8.789,6.474,2.096,0.222,10.395,1.556,0.425,0.92,51,15,51,51,450,0.4,0,0,0,0,0,434,2,67.8,3.7,9.3,0.8,4,1.6,6.3,1.5,5.7,0.6,87.7,82.6,89.2,87.8,90.9,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.291,140437,60451,15.218,26.97,79.8,36.3,3.8,3.9,260.92,0.59,615,55,0.088,0,-10.92,148.2
9.7.2024,01:16.3,49.8,4987,2927,63,1.031,1.035,1.027,1.032,1.027,0.873,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3206.9,145.9,380.9,104.3,230.8,52.6,181.8,57.5,101.6,57.7,145.9,4.2,10.1,3.2,6.2,1.9,5.8,1.3,3.8,1.3,10.1,4.2,100,11.1,29.3,7.6,17.3,4,13.5,4.4,7.7,4.7,11.1,42,42,42,42,42,35,49,49,50,50,47,51,51,50,50,53,53,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,51,0.732,5.859,6.422,2.041,0.241,10.389,1.56,0.424,0.887,51,15,51,51,450,0.4,0,0,0,0,0,434,2,67.5,3.7,9.9,2.6,5.8,1.3,4.5,1.5,2.6,1.5,87.8,80.6,88.6,90.2,91.8,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.3,0.3,0,0.48,140437,60452,15.188,26.97,79.8,36.3,3.9,3.8,258.15,0.58,615,55,0,0,-11.685,138.5
9.7.2024,01:18.3,49.8,4985,2929,62.9,1.012,0.96,1.027,1.032,1.027,0.888,0.753,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,139.4,359.4,22.1,185,115.9,147.9,49.9,195.1,39.7,139.4,3.4,8.9,0.5,4.4,2.7,3.6,1.9,4.6,0.9,8.9,3.4,100,10.6,27.8,1.7,14,8.5,11.1,3.8,14.5,3.2,10.6,41,38,42,42,42,36,49,49,50,50,48,51,51,50,50,52,51,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,49,0.73,5.274,6.471,2.199,0.224,10.147,1.542,0.422,0.813,51,15,51,51,450,0.4,0,0,0,0,0,434,2,68.9,3.5,9.4,0.6,4.6,2.9,3.7,1.3,4.9,1,88.4,83.5,88.5,91.1,90.4,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0,0,0,0.211,140437,60452,15.155,26.955,79.8,36.3,3.9,3.9,259.21,0.57,615,55,0.029,0,-10.485,154.2
9.7.2024,01:20.3,49.8,4985,2929,62.9,1.031,1.035,1.027,1.032,1.027,0.871,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3206.9,144.2,349.8,36.9,191.9,56.8,224.3,49.9,221.6,22.5,144.2,3.5,8.6,0.8,4.6,2.1,5.4,0.4,5.3,0.5,8.6,3.5,100,10.9,27.2,2.9,14.5,4.4,16.6,3.8,16.2,1.8,10.9,42,42,42,42,42,35,50,51,51,50,48,50,49,49,50,52,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,51,0.73,5.274,6.468,2.116,0.231,10.444,1.547,0.426,0.956,51,15,51,51,450,0.3,0,0,0,0,0,434,2,68.2,3.7,9.1,1,4.8,1.5,5.6,1.3,5.5,0.6,88.2,82.8,89.5,89.2,91.4,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.392,140437,60453,15.093,26.955,79.8,36.3,3.9,3.9,258.31,0.57,615,55,0.059,0.034,-9.255,174.7
9.7.2024,01:22.3,49.8,4984,2930,62.9,0.993,0.96,1.027,0.957,1.027,0.873,0.751,3665,3481.7,3848.2,3481.7,3848.2,91.6,3206.9,145.3,350.1,28.4,283.8,49.4,200.5,90.7,129.6,29.7,145.3,3.4,7.8,0.5,6.7,1,4.7,2.7,2.9,0.5,7.8,3.4,100,11,27.1,2.2,21,3.9,15,6.7,9.6,2.3,11,40,38,42,38,42,35,49,49,51,50,46,51,51,49,50,54,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,51,0.732,6.445,6.307,2.065,0.242,10.283,1.551,0.435,0.83,51,15,51,51,450,0.5,0,0,0,0,0,434,2,68.6,3.7,9.1,0.8,7,1.3,5,2.3,3.3,0.8,88.1,83.2,87.7,88.5,92.8,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.241,140437,60453,15.227,26.955,79.8,36.3,3.8,3.9,261.74,0.56,615,55,2.822,0,-8.94,180.9
9.7.2024,01:24.3,49.8,4984,2929,62.9,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,141.1,353,18.3,184.9,52.9,241.5,45.5,207.1,25.4,141.1,3.2,9.4,0.3,4.3,0.3,5.7,0.2,4.8,0.5,9.4,3.2,100,10.7,27,1.4,14.2,4.6,17.9,3.5,15.3,1.9,10.7,42,42,42,42,42,36,50,51,51,51,48,50,49,49,49,52,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,51,0.73,6.445,6.422,2.112,0.191,10.253,1.542,0.427,0.845,51,15,51,51,450,0.6,0,0,0,0,0,434,2,68.4,3.6,9.1,0.5,4.6,1.4,6,1.2,5.2,0.6,88.2,84.5,88.9,88.8,90.6,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.2,0.2,0,0.426,140437,60454,15.217,26.94,79.8,36.3,3.9,3.9,254.77,0.55,615,55,0.029,0,-8.34,193.8
9.7.2024,01:26.3,49.8,4984,2930,62.9,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,145.7,388.1,18.1,205.5,69.7,174.4,143.3,90.1,76.8,145.7,4.3,10.3,1.9,5.6,2.2,4.9,4.1,2.8,2.5,10.3,4.3,100,11.1,29.5,1.5,15.5,6.1,13.2,10.6,6.8,5.8,11.1,42,42,42,42,42,36,49,49,51,50,47,51,51,49,50,53,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,50,0.73,5.859,6.288,2.007,0.234,10.259,1.535,0.421,0.812,51,15,51,51,450,0.3,0,0,0,0,0,434,2,68.4,3.7,10,0.5,5.1,1.9,4.4,3.5,2.3,1.9,88.1,83.8,87.6,88,93,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0,0,0,0.21,140437,60455,15.255,26.94,79.8,36.3,4,4,250.11,0.6,615,55,2.719,0,-9.105,177.5
9.7.2024,01:28.3,49.8,4983,2930,62.9,1.012,0.96,1.027,1.032,1.027,0.888,0.748,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,137.3,355.5,15.5,289.6,28.3,215.2,33.4,126,34.5,137.3,3.2,8.8,0,6.9,0.6,5.2,0.7,2.9,0.8,8.8,3.2,100,10.4,26.9,1.2,21.9,2.2,16.1,2.6,9.5,2.7,10.4,41,38,42,42,42,36,50,51,51,49,48,50,49,49,51,52,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,51,0.732,5.859,6.189,1.972,0.181,10.09,1.546,0.419,0.805,51,15,51,51,450,0.4,0,0,0,0,0,434,2,69.4,3.5,9.1,0.4,7.3,0.7,5.4,0.9,3.2,0.9,88.5,85.1,86.6,89.7,92.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.289,140437,60455,15.218,26.94,79.8,36.3,3.9,3.9,257.9,0.6,615,55,0.029,0,-8.31,194.5
9.7.2024,01:30.3,49.8,4984,2930,62.9,0.994,0.96,0.955,1.032,1.027,0.888,0.751,3665,3481.7,3481.7,3848.2,3848.2,91.6,3298.5,149,384.2,15.5,229.5,25.7,253.3,64.5,156.1,63.7,149,3.8,8.8,1,5.4,1.2,6,2.2,3.6,2.2,8.8,3.8,100,11.3,29.3,1.2,17.4,2,18.9,4.9,11.9,4.8,11.3,40,38,38,42,42,36,50,51,51,52,48,50,49,49,48,52,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,51,0.73,5.274,6.562,2.31,0.263,10.391,1.548,0.434,0.798,51,15,51,51,450,0.5,0,0,0,0,0,434,2,66.8,3.8,9.9,0.4,5.8,0.7,6.3,1.6,4,1.6,87.3,83.1,88.6,87.9,89.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31106,72428,0,0.1,0.1,0,0.376,140437,60456,15.201,26.925,79.7,36.3,3.8,3.9,262.87,0.59,615,55,0,0,-8.61,187.6
9.7.2024,01:32.3,49.8,4984,2930,62.9,1.031,1.035,1.027,1.035,1.027,0.888,0.753,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,128.2,386.2,17.8,192.4,45,175.4,46,137.7,25.5,128.2,2.7,10.3,0,4.6,0,3.4,0.2,3.2,0,10.3,2.7,100,9.8,29.3,1.4,14.7,3.4,13.3,3.6,10.7,2,9.8,42,42,42,42,42,36,54,54,51,64,46,46,46,49,36,54,64,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,50,0.73,10.254,5.969,1.631,0.245,10.038,1.558,0.444,0.834,51,15,51,51,450,0.6,0,0,0,0,0,434,2,70.6,3.3,10,0.5,4.9,1.1,4.5,1.2,3.6,0.6,88.7,83.8,89.7,90,91.2,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31106,72428,0,0.3,0.3,0,0.274,140437,60456,15.226,26.925,79.7,36.3,3.8,3.8,259.98,0.59,615,55,0.059,0,-9.225,175.1
9.7.2024,01:34.3,49.8,4984,2930,62.9,1.012,0.96,1.027,1.032,1.027,0.888,0.751,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,130.9,384.4,23.5,188.5,46.5,118.9,71.2,158.5,55.8,130.9,3.8,9.6,2,4.5,2.5,3.6,2.4,3.7,2,9.6,3.8,100,10,29.1,1.9,14.3,3.5,9.5,5.6,11.9,4.3,10,41,38,42,42,42,36,48,49,50,49,45,52,51,50,51,55,51,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,50,0.732,6.152,6.015,1.781,0.218,9.869,1.543,0.42,0.767,51,15,51,51,450,0.4,0,0,0,0,0,434,2,72.1,3.4,9.9,0.6,4.8,1.2,3.1,1.8,4,1.4,88.8,83.7,89.9,90.5,91.1,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0,0,0,0.209,140437,60457,15.203,26.925,79.7,36.3,3.8,3.8,262.77,0.68,615,55,0.029,0,-8.67,186.3
9.7.2024,01:36.3,49.8,4983,2931,62.9,0.975,0.96,0.955,0.957,1.027,0.873,0.751,3573.4,3481.7,3481.7,3481.7,3848.2,91.6,3206.9,138.2,472.8,26.7,191.2,43.5,153.5,80.7,115.6,21.3,138.2,3.2,11.6,0,4.5,0.9,3.6,1.7,2.6,0.3,11.6,3.2,100,10.5,35.4,2,14.3,3.3,11.8,6.6,8.6,1.6,10.5,39,38,38,38,42,35,48,49,49,49,46,52,51,51,51,54,51,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,50,0.732,5.274,6.112,1.798,0.209,10.068,1.545,0.419,0.86,51,15,51,51,450,0.4,0,0,0,0,0,434,2,71.5,3.5,12.1,0.7,4.8,1.1,3.9,2.1,2.9,0.6,88.8,81.7,90.5,89.1,93.9,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.379,140437,60458,15.232,26.91,79.7,36.3,3.7,3.8,266.86,0.67,615,55,0.059,0.034,-9,179.4
9.7.2024,01:38.3,49.8,4982,2931,62.9,1.031,1.035,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,139.5,394.6,19.9,267.1,35.8,196,66.4,101.7,34.5,139.5,3.8,10.4,1.9,7.1,0.7,5.3,1.4,3,0.7,10.4,3.8,100,10.6,29.8,1.6,19.8,2.8,15.1,5.2,7.9,2.6,10.6,42,42,42,42,42,36,48,49,49,49,47,52,51,51,51,53,51,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,51,0.73,6.445,6.229,1.992,0.189,10.123,1.546,0.422,0.835,51,15,51,51,450,0.4,0,0,0,0,0,434,2,69.8,3.5,10.1,0.5,6.6,0.9,5,1.7,2.6,0.9,88.6,83.7,89.1,88.5,93.2,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0.008,0.374,140437,60458,15.215,26.91,79.7,36.3,3.8,3.9,261.12,0.65,615,55,0.029,0,-8.73,184.9
9.7.2024,01:40.3,49.8,4983,2931,62.9,1.031,1.035,1.027,1.032,1.027,0.888,0.753,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,145.7,368.7,29.4,221.6,59.2,228.8,85.5,117.3,55,145.7,3.4,9.1,0.6,5.3,1.3,4.7,2.7,2.7,1.2,9.1,3.4,100,11,28.1,2.3,16.5,4.7,17.2,6.6,9,4,11,42,42,42,42,42,36,48,48,50,50,46,52,52,50,50,54,51,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,50,0.732,5.274,6.438,2.129,0.22,10.406,1.567,0.452,0.884,51,15,51,51,450,0.6,0,0,0,0,0,434,2,67.8,3.7,9.5,0.8,5.5,1.6,5.7,2.1,3,1.4,88,83.5,88.8,87.6,92.3,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31106,72428,0,0.1,0.1,0,0.288,140437,60459,15.193,26.91,79.7,36.3,3.8,3.8,263.93,0.64,615,55,0,0,-8.895,181.5
